patent_id,keyword
CA94465660,genetic analysis
CA94465660,genetic
CA94465660,analysis
US39327138,communicating targeted information
US39327138,method communicating targeted
US39327138,communicating targeted
US39327138,targeted information
US39327138,method communicating
WO2001016831,communicating targeted information
WO2001016831,method communicating targeted
WO2001016831,communicating targeted
WO2001016831,targeted information
WO2001016831,method communicating
US41165879,universal forms engine
US41165879,forms engine
US41165879,universal forms
US41165879,forms
US41165879,universal
CN446870787,引流线用双舌弹片打开装置及其使用方法
US346684241,tracking optimizing medical
US346684241,optimizing medical clinical
US346684241,medical clinical performance
US346684241,tracking optimizing
US346684241,clinical performance
US448392358,network acquisition sports
US448392358,sports related services
US448392358,acquisition sports related
US448392358,acquisition sports
US448392358,network acquisition
CA93939788,targeted advertisement using
CA93939788,targeted advertisement
CA93939788,advertisement using television
CA93939788,advertisement using
CA93939788,television delivery systems
US42922497,memory modification
US42922497,method memory modification
US42922497,computational method memory
US42922497,computational method
US42922497,method memory
IN414837261,measurement higher education
IN414837261,performance measurement higher
IN414837261,performance measurement
IN414837261,higher education
IN414837261,performance
US41410917,integrated emergency response
US41410917,integrated emergency
US41410917,emergency response information
US41410917,emergency response
US41410917,information infrastructure operating
CA94142322,integrated emergency response
CA94142322,integrated emergency
CA94142322,emergency response information
CA94142322,emergency response
CA94142322,information infrastructure operating
US441478389,data object extraction
US441478389,object extraction visualization
US441478389,object extraction
US441478389,extraction visualization
US441478389,language model based
US42063480,syndicating surgical data
US42063480,surgical data healthcare
US42063480,surgical data
US42063480,data healthcare
US42063480,syndicating surgical
US236969255,social finance network
US236969255,finance network platform
US236969255,finance network
US236969255,social finance
US236969255,social
US73626780,retrieving mobile communication
US73626780,mobile communication facility
US73626780,data plurality providers
US73626780,communication facility user
US73626780,mobile communication
US43722009,multiple advertising inventories
US43722009,advertising inventories using
US43722009,advertising inventories
US43722009,management multiple advertising
US43722009,multiple advertising
WO2010104834,content using monetization
WO2010104834,contextual targeting content
WO2010104834,using monetization platform
WO2010104834,monetization platform
WO2010104834,targeting content
IN211557375,content using monetization
IN211557375,contextual targeting content
IN211557375,using monetization platform
IN211557375,monetization platform
IN211557375,targeting content
US278924433,foods weight control
US278924433,bigger volume foods
US278924433,volume foods weight
US278924433,volume foods
US278924433,foods weight
US43721502,memory modification
US43721502,method memory modification
US43721502,computational method memory
US43721502,computational method
US43721502,method memory
IN211590529,reporting daily curriculum
IN211590529,curriculum progress data
IN211590529,daily curriculum progress
IN211590529,curriculum progress
IN211590529,daily curriculum
IN371142238,commerce emerging markets
IN371142238,commerce emerging
IN371142238,emerging markets
IN371142238,commerce
IN371142238,markets
CA94282607,targeted advertisement using
CA94282607,targeted advertisement
CA94282607,advertisement using television
CA94282607,advertisement using
CA94282607,television delivery systems
WO2004038594,integrated emergency response
WO2004038594,integrated emergency
WO2004038594,emergency response information
WO2004038594,emergency response
WO2004038594,information infrastructure operating
US41203394,remote control menu
US41203394,access television programming
US41203394,subscriber access television
US41203394,remote control
US41203394,television programming
IN414856308,exam malpractice detector
IN414856308,malpractice detector
IN414856308,exam malpractice
IN414856308,malpractice
IN414856308,exam
US40004547,analyzing payment transactions
US40004547,aggregating analyzing payment
US40004547,payment transactions data
US40004547,payment transactions
US40004547,analyzing payment
US42367166,xml student compositions
US42367166,producing structured sgml
US42367166,sgml xml student
US42367166,structured sgml xml
US42367166,structured sgml
US91632067,contacts multiple platforms
US91632067,collaborative management contacts
US91632067,collaborative management
US91632067,multiple platforms
US91632067,management contacts multiple
US91632064,claims social networking
US91632064,evaluating claims social
US91632064,evaluating claims
US91632064,claims social
US91632064,claims
CA124232864,claims social networking
CA124232864,evaluating claims social
CA124232864,evaluating claims
CA124232864,claims social
CA124232864,claims
WO2013162892,claims social networking
WO2013162892,evaluating claims social
WO2013162892,evaluating claims
WO2013162892,claims social
WO2013162892,claims
AU224539959,claims social networking
AU224539959,evaluating claims social
AU224539959,evaluating claims
AU224539959,claims social
AU224539959,claims
AU194183430,claims social networking
AU194183430,evaluating claims social
AU194183430,evaluating claims
AU194183430,claims social
AU194183430,claims
US76731634,multiple advertising inventories
US76731634,advertising inventories using
US76731634,advertising inventories
US76731634,management multiple advertising
US76731634,multiple advertising
US73626785,retrieving mobile communication
US73626785,mobile communication facility
